OPEID,Name,SchoolType,R,Drate
3301,MORAVIAN UNIVERSITY                                              ,Private,Philadelphia,4.3
3302,MOUNT ALOYSIUS COLLEGE                                           ,Private,Philadelphia,5.1
3303,CARLOW UNIVERSITY                                                ,Private,Philadelphia,4.1
3304,MUHLENBERG COLLEGE                                               ,Private,Philadelphia,1.9
3306,UNIVERSITY OF VALLEY FORGE                                       ,Private,Philadelphia,13.8
3309,PEIRCE COLLEGE                                                   ,Private,Philadelphia,9.2
3311,SALUS UNIVERSITY                                                 ,Private,Philadelphia,0.3
3313,WIDENER UNIVERSITY                                               ,Private,Philadelphia,2.6
3350,UNIVERSITY OF THE ARTS (THE)                                     ,Private,Philadelphia,4.2
3351,CAIRN UNIVERSITY                                                 ,Private,Philadelphia,6.5
3352,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE                     ,Private,Philadelphia,0.2
3353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA                       ,Private,Philadelphia,1.6
3356,PITTSBURGH THEOLOGICAL SEMINARY                                  ,Private,Philadelphia,9
3357,POINT PARK UNIVERSITY                                            ,Private,Philadelphia,4.2
3359,ROBERT MORRIS UNIVERSITY                                         ,Private,Philadelphia,3.7
3360,ROSEMONT COLLEGE                                                 ,Private,Philadelphia,5
3362,SETON HILL UNIVERSITY                                            ,Private,Philadelphia,3.9
3364,SAINT CHARLES BORROMEO SEMINARY                                  ,Private,Philadelphia,0
3366,SAINT FRANCIS UNIVERSITY                                         ,Private,Philadelphia,4.3
3367,SAINT JOSEPH'S UNIVERSITY                                        ,Private,Philadelphia,2.5
3368,SAINT VINCENT COLLEGE & SEMINARY                                 ,Private,Philadelphia,3.9
3369,SUSQUEHANNA UNIVERSITY                                           ,Private,Philadelphia,3.3
3370,SWARTHMORE COLLEGE                                               ,Private,Philadelphia,0.7
3375,THEOLOGICAL SEMINARY REFORMED EPISCOPAL CHURCH                   ,Private,Philadelphia,0
3376,THIEL COLLEGE                                                    ,Private,Philadelphia,10.3
3378,UNIVERSITY OF PENNSYLVANIA                                       ,Private,Philadelphia,0.9
3384,UNIVERSITY OF SCRANTON                                           ,Private,Philadelphia,1.5
3385,URSINUS COLLEGE                                                  ,Private,Philadelphia,2.5
3386,VALLEY FORGE MILITARY COLLEGE                                    ,Private,Philadelphia,24.6
3388,VILLANOVA UNIVERSITY                                             ,Private,Philadelphia,0.9
3389,WASHINGTON AND JEFFERSON COLLEGE                                 ,Private,Philadelphia,1.7
3391,WAYNESBURG UNIVERSITY                                            ,Private,Philadelphia,3.8
3392,WESTMINSTER COLLEGE                                              ,Private,Philadelphia,4
3393,WESTMINSTER THEOLOGICAL SEMINARY                                 ,Private,Philadelphia,0
3394,WILKES UNIVERSITY                                                ,Private,Philadelphia,3.5
3396,WILSON COLLEGE                                                   ,Private,Philadelphia,3.7
3399,YORK COLLEGE OF PENNSYLVANIA                                     ,Private,Philadelphia,3.4
3702,AVERETT UNIVERSITY                                               ,Private,Philadelphia,5.3
3703,BLUEFIELD COLLEGE                                                ,Private,Philadelphia,12
3704,BRIDGEWATER COLLEGE                                              ,Private,Philadelphia,4.2
3708,EASTERN MENNONITE UNIVERSITY                                     ,Private,Philadelphia,4.2
3709,EMORY & HENRY COLLEGE                                            ,Private,Philadelphia,9.6
3711,FERRUM COLLEGE                                                   ,Private,Philadelphia,13.3
3713,HAMPDEN SYDNEY COLLEGE                                           ,Private,Philadelphia,4.7
3714,HAMPTON UNIVERSITY                                               ,Private,Philadelphia,7.9
3715,HOLLINS UNIVERSITY                                               ,Private,Philadelphia,4.7
3720,UNIVERSITY OF LYNCHBURG                                          ,Private,Philadelphia,3.3
3723,MARY BALDWIN UNIVERSITY                                          ,Private,Philadelphia,7.1
3724,MARYMOUNT UNIVERSITY                                             ,Private,Philadelphia,3.3
3733,RANDOLPH - MACON COLLEGE                                         ,Private,Philadelphia,2.9
3734,RANDOLPH COLLEGE                                                 ,Private,Philadelphia,3.6
3736,ROANOKE COLLEGE                                                  ,Private,Philadelphia,3.6
3737,SHENANDOAH UNIVERSITY                                            ,Private,Philadelphia,3.6
3738,SOUTHERN VIRGINIA UNIVERSITY                                     ,Private,Philadelphia,6.2
3742,SWEET BRIAR COLLEGE                                              ,Private,Philadelphia,2.5
3743,UNION PRESBYTERIAN SEMINARY                                      ,Private,Philadelphia,2.2
3744,UNIVERSITY OF RICHMOND                                           ,Private,Philadelphia,1.9
3762,VIRGINIA UNIVERSITY OF LYNCHBURG                                 ,Private,Philadelphia,35.7
3766,VIRGINIA UNION UNIVERSITY                                        ,Private,Philadelphia,11.6
3767,VIRGINIA WESLEYAN UNIVERSITY                                     ,Private,Philadelphia,7.9
3768,WASHINGTON AND LEE UNIVERSITY                                    ,Private,Philadelphia,0.4
3806,ALDERSON BROADDUS UNIVERSITY                                     ,Private,Philadelphia,9
3808,BETHANY COLLEGE                                                  ,Private,Philadelphia,11.7
3811,DAVIS & ELKINS COLLEGE                                           ,Private,Philadelphia,6.8
3818,UNIVERSITY OF CHARLESTON                                         ,Private,Philadelphia,7.8
3819,OHIO VALLEY UNIVERSITY                                           ,Private,Philadelphia,8.5
3830,WEST VIRGINIA WESLEYAN COLLEGE                                   ,Private,Philadelphia,7
3831,WHEELING UNIVERSITY                                              ,Private,Philadelphia,3.7
3986,DESALES UNIVERSITY                                               ,Private,Philadelphia,2.8
3987,LA ROCHE UNIVERSITY                                              ,Private,Philadelphia,4.2
3988,NEUMANN UNIVERSITY                                               ,Private,Philadelphia,6.6
4058,GRATZ COLLEGE                                                    ,Private,Philadelphia,0
4899,UPMC MERCY SCHOOL OF NURSING                                     ,Private,Philadelphia,1.6
5310,PITTSBURGH INSTITUTE OF AERONAUTICS                              ,Private,Philadelphia,7.1
6534,CITIZENS SCHOOL OF NURSING                                       ,Private,Philadelphia,2.9
6551,UPMC ST. MARGARET SCHOOL OF NURSING                              ,Private,Philadelphia,0
6560,HERITAGE VALLEY KENNEDY SCHOOL OF NURSING                        ,Private,Philadelphia,7.8
6565,READING HOSPITAL SCHOOL OF HEALTH SCIENCES                       ,Private,Philadelphia,2.3
6574,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA                             ",Private,Philadelphia,1.8
6577,UPMC SHADYSIDE                                                   ,Private,Philadelphia,0.8
6582,WASHINGTON HOSPITAL (THE)                                        ,Private,Philadelphia,0
6583,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING                  ,Private,Philadelphia,1.6
7437,PITTSBURGH TECHNICAL COLLEGE                                     ,Private,Philadelphia,16.1
7544,APPALACHIAN BIBLE COLLEGE                                        ,Private,Philadelphia,0
7948,WILMINGTON UNIVERSITY                                            ,Private,Philadelphia,6.5
8200,UPMC JAMESON SCHOOL OF NURSING                                   ,Private,Philadelphia,1
9863,PENNSYLVANIA COLLEGE OF HEALTH SCIENCES                          ,Private,Philadelphia,2.4
10043,BON SECOURS MEMORIAL COLLEGE OF NURSING                          ,Private,Philadelphia,0.8
10814,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE                         ,Private,Philadelphia,4.3
10998,PENNSYLVANIA INSTITUTE OF TECHNOLOGY                             ,Private,Philadelphia,6
11715,JOSEPH F. MCCLOSKEY SCHOOL OF NURSING AT SCHUYLKILL HEALTH       ,Private,Philadelphia,5.4
12050,ROSEDALE TECHNICAL COLLEGE                                       ,Private,Philadelphia,3.2
12393,THOMAS JEFFERSON UNIVERSITY                                      ,Private,Philadelphia,1.1
12573,WEST VIRGINIA UNIVERSITY HOSPITALS                               ,Private,Philadelphia,0
12803,DOMINICAN HOUSE OF STUDIES                                       ,Private,Philadelphia,0
13134,YESHIVATH BETH MOSHE                                             ,Private,Philadelphia,0
20530,LIBERTY UNIVERSITY                                               ,Private,Philadelphia,6.3
21073,PENNSYLVANIA ACADEMY OF THE FINE ARTS                            ,Private,Philadelphia,9.3
21142,JOHNSON COLLEGE                                                  ,Private,Philadelphia,11.3
21252,MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER    ,Private,Philadelphia,2.9
21328,NATIONAL CONSERVATORY OF DRAMATIC ARTS                           ,Private,Philadelphia,13
21400,RIVERSIDE COLLEGE OF HEALTH CAREERS                              ,Private,Philadelphia,9.8
21758,CENTRA COLLEGE                                                   ,Private,Philadelphia,2.2
21830,ORLEANS TECHNICAL COLLEGE                                        ,Private,Philadelphia,4.9
22699,PENNSYLVANIA COLLEGE OF ART & DESIGN                             ,Private,Philadelphia,3
22734,RECONSTRUCTIONIST RABBINICAL COLLEGE                             ,Private,Philadelphia,0
22993,TRINITY EPISCOPAL SCHOOL FOR MINISTRY                            ,Private,Philadelphia,2.5
23230,MISSIO THEOLOGICAL SEMINARY                                      ,Private,Philadelphia,7.3
23585,BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING         ,Private,Philadelphia,0
25784,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH                        ,Private,Philadelphia,3.3
30908,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE                        ,Private,Philadelphia,0.7
30913,REGENT UNIVERSITY                                                ,Private,Philadelphia,7.1
31065,SENTARA COLLEGE OF HEALTH SCIENCES                               ,Private,Philadelphia,1.7
31091,ASPIRA CITY COLLEGE                                              ,Private,Philadelphia,8.4
35593,APPALACHIAN SCHOOL OF LAW                                        ,Private,Philadelphia,3.5
37093,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE              ,Private,Philadelphia,0.2
38724,DIVINE MERCY UNIVERSITY                                          ,Private,Philadelphia,2.5
39233,PRECISION MANUFACTURING INSTITUTE                                ,Private,Philadelphia,11.6
39483,HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY                  ,Private,Philadelphia,18.3
39493,WON INSTITUTE OF GRADUATE STUDIES                                ,Private,Philadelphia,9
41144,INSTITUTE OF WORLD POLITICS (THE)                                ,Private,Philadelphia,0
41373,CAYCE/REILLY SCHOOL OF MASSAGE                                   ,Private,Philadelphia,12.6
41398,DELAWARE COLLEGE OF ART AND DESIGN                               ,Private,Philadelphia,6.3
41399,FUTURE GENERATIONS UNIVERSITY                                    ,Private,Philadelphia,0
41427,PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAM,Private,Philadelphia,0
41538,ASCENT COLLEGE                                                   ,Private,Philadelphia,14.7
41672,GEISINGER COMMONWEALTH SCHOOL OF MEDICINE                        ,Private,Philadelphia,1.8
41759,GEISINGER-LEWISTOWN HOSPITAL SCHOOL OF NURSING                   ,Private,Philadelphia,1.7
41806,APPALACHIAN COLLEGE OF PHARMACY                                  ,Private,Philadelphia,1.6
42213,PHILADELPHIA TECHNICIAN TRAINING INSTITUTE                       ,Private,Philadelphia,12
42320,STUDIO INCAMMINATI                                               ,Private,Philadelphia,0
42415,WAVE LEADERSHIP COLLEGE                                          ,Private,Philadelphia,18.5
1459,STRAYER UNIVERSITY                                               ,Proprietary,Philadelphia,8.6
3726,AMERICAN NATIONAL UNIVERSITY                                     ,Proprietary,Philadelphia,9.1
3820,SALEM UNIVERSITY                                                 ,Proprietary,Philadelphia,13.1
4890,CENTRAL PENN COLLEGE                                             ,Proprietary,Philadelphia,10.8
4902,PENN COMMERCIAL BUSINESS/TECHNICAL SCHOOL                        ,Proprietary,Philadelphia,11.1
5007,WEST VIRGINIA JUNIOR COLLEGE                                     ,Proprietary,Philadelphia,0
5008,MOUNTAIN STATE COLLEGE                                           ,Proprietary,Philadelphia,13.3
6537,CONEMAUGH MEMORIAL MEDICAL CENTER                                ,Proprietary,Philadelphia,2.2
6578,SHARON REGIONAL SCHOOL OF NURSING                                ,Proprietary,Philadelphia,4.8
7447,DEL-MAR-VA BEAUTY ACADEMY                                        ,Proprietary,Philadelphia,8.5
7469,HUSSIAN COLLEGE                                                  ,Proprietary,Philadelphia,19.7
7600,INTERNATIONAL BEAUTY SCHOOL                                      ,Proprietary,Philadelphia,20.3
7779,LANSDALE SCHOOL OF BUSINESS                                      ,Proprietary,Philadelphia,15.4
